Date,Children apprehended and placed in CBP custody*,Children in CBP custody,Children transferred out of CBP custody,Children in HHS Care,Children discharged from HHS Care,total_system_load,net_daily_intake,care_load_growth_rate_pct,positive_net_intake_flag,net_intake_direction,cumulative_net_intake_pressure,consecutive_positive_net_intake_days,backlog_indicator,backlog_severity_score,logical_constraint_anomaly_flag,year,month,month_name,year_month,day_of_week,rolling_7d_avg_system_load,rolling_7d_avg_net_intake,rolling_7d_avg_growth_rate_pct,rolling_7d_avg_backlog_severity,rolling_14d_avg_system_load,rolling_14d_avg_net_intake,rolling_14d_avg_growth_rate_pct,rolling_14d_avg_backlog_severity,system_load_vs_7d_avg_gap,system_load_vs_14d_avg_gap,net_intake_vs_7d_avg_gap,net_intake_vs_14d_avg_gap,above_7d_system_load_avg_flag,above_14d_system_load_avg_flag,positive_7d_net_intake_pressure_flag,positive_14d_net_intake_pressure_flag,rolling_pressure_level,rolling_7d_std_system_load,rolling_7d_std_net_intake,rolling_7d_std_growth_rate,rolling_14d_std_system_load,rolling_14d_std_net_intake,rolling_14d_std_growth_rate,rolling_7d_system_load_range,rolling_14d_system_load_range,rolling_7d_net_intake_range,rolling_14d_net_intake_range,system_load_volatility_flag,net_intake_volatility_flag,growth_rate_volatility_flag,volatility_pressure_score,volatility_pressure_level,daily_system_load_change,daily_net_intake_change,daily_growth_rate_change,daily_backlog_severity_change,daily_cbp_custody_change,daily_hhs_care_change,system_load_pct_change,net_intake_pct_change,cbp_custody_pct_change,hhs_care_pct_change,system_load_spike_flag,major_system_load_spike_flag,net_intake_spike_flag,major_net_intake_spike_flag,growth_rate_spike_flag,major_growth_rate_spike_flag,backlog_severity_jump_flag,system_load_change_direction,net_intake_change_direction,pressure_spike_score,pressure_spike_level,pressure_spike_risk_category,rolling_pressure_signal,volatility_pressure_signal,pressure_spike_signal,pressure_spike_risk_signal,high_load_signal,backlog_pressure_signal,logical_anomaly_signal,intake_pressure_signal,daily_pressure_signal_count,daily_strain_score,daily_strain_level,high_pressure_day_flag,severe_pressure_day_flag,pressure_window_break,pressure_window_id,prolonged_pressure_window_flag,prolonged_pressure_window_category,rolling_pressure_component_score,volatility_pressure_component_score,pressure_spike_component_score,daily_strain_component_score,load_intensity_component_score,net_intake_component_score,growth_pressure_component_score,backlog_component_score,window_pressure_component_score,critical_window_component_score,final_pressure_stress_score,final_pressure_stress_level,operational_response_category,primary_pressure_driver,final_pressure_priority_rank
2024-09-08,123,255,164,6312,221,6567,-57,-1.66,False,Relief: Discharges Exceed Transfers,-31154,0,No Current Backlog Pressure,0,False,2024,9,September,2024-09,Sunday,6557.86,42.71,0.29,2.57,6397.5,42.79,0.4,2.0,9.14,169.5,-99.71,-99.79,True,True,True,True,Sustained Rolling Pressure,69.29990036410483,51.15569139308631,1.2277602526940004,196.15957005224013,58.70156408796669,1.253546397796498,216.0,613.0,162.0,197.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,-111.0,-111.0,-2.75,-3.0,25.0,-136.0,-1.6621743036837389,-205.55555555555557,10.869565217391308,-2.109181141439209,False,False,False,False,False,False,False,System Load Decrease,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,153,,0,No Prolonged Pressure Window,0,0.0,0.0,2.0,4.68,1.23,1.43,0.0,0,0,1.05,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,2
2024-09-09,144,275,190,6353,141,6628,49,0.93,True,Pressure: Transfers Exceed Discharges,-31105,1,Short-Term Intake Pressure,1,False,2024,9,September,2024-09,Monday,6574.43,43.43,0.26,2.29,6432.64,50.86,0.56,2.07,53.57,195.36,5.57,-1.86,True,True,True,True,Sustained Rolling Pressure,70.36774152704939,51.21151284251393,1.2023172071739905,189.6716219570715,50.01516253614018,1.165773808004184,216.0,613.0,162.0,190.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,61.0,106.0,2.59,1.0,20.0,41.0,0.928886858535094,-185.96491228070172,7.843137254901955,0.6495564005069676,False,False,False,False,False,False,True,System Load Increase,Net Intake Increase,1,Moderate Pressure Spike,Backlog Severity Escalation,1,0,1,1,0,0,0,1,4,7,High Daily Strain,1,1,154,154.0,1,Critical Prolonged Strain Window,0,0.0,1.67,7.0,4.74,1.05,0.8,3.33,10,0,2.85,High System Stress,Priority Monitoring Required,Prolonged Window Pressure,4
2024-09-10,131,251,180,6396,148,6647,32,0.29,True,Pressure: Transfers Exceed Discharges,-31073,2,Short-Term Intake Pressure,1,False,2024,9,September,2024-09,Tuesday,6589.0,45.29,0.23,2.0,6474.21,49.07,0.66,2.07,58.0,172.79,-13.29,-17.07,True,True,True,True,Sustained Rolling Pressure,73.73827590425374,50.40738796947014,1.197559025287529,165.08094917409755,50.2248242110712,1.061053022465664,216.0,559.0,162.0,190.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,19.0,-17.0,-0.6400000000000001,0.0,-24.0,43.0,0.2866626433313257,-34.693877551020414,-8.727272727272728,0.6768455847631083,False,False,False,False,False,False,False,System Load Increase,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,1,2,3,Moderate Daily Strain,1,0,154,154.0,1,Critical Prolonged Strain Window,0,0.0,0.0,3.0,4.76,0.69,0.25,3.33,10,0,1.66,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,3
2024-09-11,93,248,175,6410,162,6658,13,0.17,True,Pressure: Transfers Exceed Discharges,-31060,3,Sustained Backlog Pressure,2,False,2024,9,September,2024-09,Wednesday,6617.0,37.29,0.43,1.86,6512.71,49.71,0.61,2.14,41.0,145.29,-24.29,-36.71,True,True,True,True,Sustained Rolling Pressure,51.264022471889554,50.46026253635648,1.0055157406833084,136.19015471669985,49.657950903275534,1.0665938906034165,143.0,409.0,162.0,190.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,1,Low Volatility Pressure,11.0,-19.0,-0.1199999999999999,1.0,-3.0,14.0,0.1654881901609783,-59.375,-1.195219123505975,0.2188868042526603,False,False,False,False,False,False,True,System Load Increase,Net Intake Decrease,1,Moderate Pressure Spike,Backlog Severity Escalation,1,0,1,1,0,1,0,1,5,9,Critical Daily Strain,1,1,154,154.0,1,Critical Prolonged Strain Window,0,1.67,1.67,9.0,4.77,0.28,0.15,6.67,10,0,3.68,Critical System Pressure,Immediate Escalation Required,Prolonged Window Pressure,5
2024-09-12,184,280,210,6360,220,6640,-10,-0.27,False,Relief: Discharges Exceed Transfers,-31070,0,No Current Backlog Pressure,0,False,2024,9,September,2024-09,Thursday,6632.0,26.57,0.23,1.43,6539.21,39.5,0.42,2.0,8.0,100.79,-36.57,-49.5,True,True,True,True,Sustained Rolling Pressure,36.51027252703454,51.54563396595594,0.9830540362031152,120.28631137123024,45.76318641407374,0.9467889631060056,111.0,405.0,162.0,182.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,-18.0,-23.0,-0.44,-2.0,32.0,-50.0,-0.270351456893958,-176.9230769230769,12.903225806451625,-0.7800312012480548,False,False,False,False,False,False,False,System Load Decrease,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,155,,0,No Prolonged Pressure Window,0,0.0,0.0,2.0,4.75,0.22,0.23,0.0,0,0,0.94,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,2
2024-09-13,81,200,212,6326,279,6526,-67,-1.72,False,Relief: Discharges Exceed Transfers,-31137,0,No Current Backlog Pressure,0,True,2024,9,September,2024-09,Friday,6620.57,2.0,-0.17,1.0,6557.29,33.93,0.29,1.86,-94.57,-31.29,-69.0,-100.93,False,False,True,True,Normal Rolling Pressure,54.2274750252806,48.85352256149608,1.137053418353981,93.16109172282437,53.58022638381337,1.104685575075652,152.0,317.0,121.0,192.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,-114.0,-57.0,-1.45,0.0,-80.0,-34.0,-1.7168674698795128,570.0,-28.57142857142857,-0.5345911949685589,False,False,False,False,False,False,False,System Load Decrease,Net Intake Decrease,0,No Major Spike,No Spike Risk,0,0,0,0,0,0,1,0,1,1,Normal Daily Pressure,0,0,155,,0,No Prolonged Pressure Window,0,0.0,0.0,1.0,4.64,1.44,1.48,0.0,0,0,0.84,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,2
2024-09-15,98,220,167,6234,210,6454,-43,-1.1,False,Relief: Discharges Exceed Transfers,-31180,0,No Current Backlog Pressure,0,False,2024,9,September,2024-09,Sunday,6588.57,-11.86,-0.48,0.57,6563.93,28.43,0.11,1.71,-134.57,-109.93,-31.14,-71.43,False,False,False,True,Normal Rolling Pressure,76.2929816406303,45.27114081262076,1.029724882351267,80.55047560926296,57.38897546998496,1.1133557333624295,204.0,241.0,116.0,192.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,-72.0,24.0,0.6199999999999999,0.0,20.0,-92.0,-1.1032791909285966,-35.820895522388064,10.000000000000009,-1.4543155232374372,False,False,False,False,False,False,False,System Load Decrease,Net Intake Increase,0,No Major Spike,No Spike Risk,0,0,0,0,0,0,0,0,0,0,Normal Daily Pressure,0,0,155,,0,No Prolonged Pressure Window,0,0.0,0.0,0.0,4.56,0.92,0.95,0.0,0,0,0.56,Normal Operating Pressure,Routine Monitoring,No Major Pressure Driver,1
2024-09-16,113,209,160,6229,164,6438,-4,-0.25,False,Relief: Discharges Exceed Transfers,-31184,0,No Current Backlog Pressure,0,False,2024,9,September,2024-09,Monday,6570.14,-4.29,-0.28,0.57,6564.0,19.21,0.01,1.57,-132.14,-126.0,0.29,-23.21,False,False,False,True,Normal Rolling Pressure,95.527358335059,40.66003068417482,0.888677455012569,80.42961567061239,50.65141591373296,1.071714503971082,220.0,240.0,116.0,172.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,-16.0,39.0,0.8500000000000001,0.0,-11.0,-5.0,-0.2479082739386462,-90.69767441860466,-5.000000000000004,-0.0802053256336199,False,False,False,False,False,False,False,System Load Decrease,Net Intake Increase,0,No Major Spike,No Spike Risk,0,0,0,0,0,0,0,0,0,0,Normal Daily Pressure,0,0,155,,0,No Prolonged Pressure Window,0,0.0,0.0,0.0,4.55,0.09,0.22,0.0,0,0,0.47,Normal Operating Pressure,Routine Monitoring,No Major Pressure Driver,1
2024-09-17,159,304,139,6227,160,6531,-21,1.44,False,Relief: Discharges Exceed Transfers,-31205,0,No Current Backlog Pressure,0,False,2024,9,September,2024-09,Tuesday,6556.29,-14.29,-0.21,0.43,6565.36,14.57,0.03,1.36,-25.29,-34.36,-6.71,-35.57,False,False,False,True,Normal Rolling Pressure,92.73027963887192,33.31523318100459,1.0160521171484769,79.64112499963889,51.18099750390305,1.0963816613081192,220.0,240.0,99.0,172.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,93.0,-17.0,1.69,0.0,95.0,-2.0,1.4445479962721386,425.0,45.45454545454546,-0.032107882485155,False,False,False,False,False,False,False,System Load Increase,Net Intake Decrease,0,No Major Spike,No Spike Risk,0,0,0,0,0,0,0,0,0,0,Normal Daily Pressure,0,0,155,,0,No Prolonged Pressure Window,0,0.0,0.0,0.0,4.64,0.45,1.24,0.0,0,0,0.55,Normal Operating Pressure,Routine Monitoring,No Major Pressure Driver,1
2024-09-18,116,213,217,6245,149,6458,68,-1.12,True,Pressure: Transfers Exceed Discharges,-31137,1,Short-Term Intake Pressure,1,True,2024,9,September,2024-09,Wednesday,6529.29,-9.14,-0.41,0.43,6559.14,18.07,-0.09,1.21,-71.29,-101.14,77.14,49.93,False,False,False,True,Normal Rolling Pressure,89.36948451179217,43.01716158088694,1.0408604499117418,84.59210468964359,53.14488800326093,1.127273526876068,220.0,240.0,135.0,172.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,-73.0,89.0,-2.56,1.0,-91.0,18.0,-1.1177461338233052,-423.8095238095238,-29.934210526315784,0.2890637546169916,False,False,False,False,False,False,True,System Load Decrease,Net Intake Increase,1,Moderate Pressure Spike,Backlog Severity Escalation,0,0,1,1,0,0,1,1,4,6,High Daily Strain,1,1,156,156.0,0,No Prolonged Pressure Window,0,0.0,1.67,6.0,4.57,1.46,0.97,3.33,0,0,2.35,High System Stress,Priority Monitoring Required,Daily Strain Pressure,4
2024-09-19,93,196,169,6270,188,6466,-19,0.12,False,Relief: Discharges Exceed Transfers,-31156,0,No Current Backlog Pressure,0,False,2024,9,September,2024-09,Thursday,6501.86,-13.71,-0.41,0.14,6559.43,11.79,0.01,1.0,-35.86,-93.43,-5.29,-30.79,False,False,False,True,Normal Rolling Pressure,70.82002676132629,41.95916382116516,1.0364017422932907,84.24480288531898,51.84619053052496,1.0752960236425797,202.0,240.0,135.0,172.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,8.0,-87.0,1.2400000000000002,-1.0,-17.0,25.0,0.1238773614121946,-127.94117647058825,-7.981220657276999,0.4003202562049557,False,False,False,False,False,False,False,System Load Increase,Net Intake Decrease,0,No Major Spike,No Spike Risk,0,0,0,0,0,0,0,0,0,0,Normal Daily Pressure,0,0,157,,0,No Prolonged Pressure Window,0,0.0,0.0,0.0,4.57,0.41,0.1,0.0,0,0,0.49,Normal Operating Pressure,Routine Monitoring,No Major Pressure Driver,1
2024-09-22,124,234,161,5989,197,6223,-36,-3.76,False,Relief: Discharges Exceed Transfers,-31192,0,No Current Backlog Pressure,0,False,2024,9,September,2024-09,Sunday,6442.29,-17.43,-0.91,0.14,6537.14,4.57,-0.34,0.79,-219.29,-314.14,-18.57,-40.57,False,False,False,True,Normal Rolling Pressure,103.22259811641888,42.71946138415522,1.6267422894209376,123.38112132291955,50.89009921195104,1.4218593692535384,308.0,455.0,135.0,172.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,-243.0,-17.0,-3.88,0.0,38.0,-281.0,-3.7581193937519353,89.4736842105263,19.387755102040828,-4.481658692185009,True,False,False,False,False,False,False,System Load Decrease,Net Intake Decrease,1,Moderate Pressure Spike,Moderate Spike Watch,0,0,1,1,0,0,0,0,2,4,Moderate Daily Strain,1,0,158,158.0,0,No Prolonged Pressure Window,0,0.0,1.67,4.0,4.32,0.77,3.24,0.0,0,0,1.79,Moderate System Stress,Operational Watch Required,Daily Strain Pressure,3
2024-09-23,92,203,173,6002,165,6205,8,-0.29,True,Pressure: Transfers Exceed Discharges,-31184,1,Short-Term Intake Pressure,1,False,2024,9,September,2024-09,Monday,6396.43,-6.71,-0.71,0.29,6508.5,-2.36,-0.44,0.64,-191.43,-303.5,14.71,10.36,False,False,False,False,Normal Rolling Pressure,128.1312571062117,37.27248442535108,1.5980240775348002,149.86904540041374,41.99012181061576,1.3617137311910643,326.0,473.0,111.0,135.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,-18.0,44.0,3.47,1.0,-31.0,13.0,-0.2892495580909537,-122.22222222222224,-13.247863247863243,0.2170646184671998,False,False,False,False,False,False,True,System Load Decrease,Net Intake Increase,1,Moderate Pressure Spike,Backlog Severity Escalation,0,0,1,1,0,0,0,1,3,5,Moderate Daily Strain,1,0,158,158.0,0,No Prolonged Pressure Window,0,0.0,1.67,5.0,4.31,0.17,0.25,3.33,0,0,1.99,Moderate System Stress,Operational Watch Required,Daily Strain Pressure,3
2024-09-24,186,259,172,6023,143,6282,29,1.24,True,Pressure: Transfers Exceed Discharges,-31155,2,Short-Term Intake Pressure,1,False,2024,9,September,2024-09,Tuesday,6371.86,3.57,-0.37,0.43,6480.21,-4.14,-0.43,0.5,-89.86,-198.21,25.43,33.14,False,False,True,False,Normal Rolling Pressure,131.6933667924927,35.48171896839724,1.7408604878321627,152.75932733523405,39.888030097448585,1.375183504238498,326.0,453.0,104.0,135.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,77.0,21.0,1.53,0.0,56.0,21.0,1.2409347300563978,262.5,27.586206896551737,0.3498833722092698,False,False,False,False,False,False,False,System Load Increase,Net Intake Increase,0,No Major Spike,No Spike Risk,0,0,0,0,0,0,0,1,1,1,Normal Daily Pressure,0,0,159,,0,No Prolonged Pressure Window,0,0.0,0.0,1.0,4.39,0.62,1.07,3.33,0,0,0.92,Early Pressure Watch,Early Warning Review,Backlog Severity Pressure,2
2024-09-25,154,225,220,6050,169,6275,51,-0.11,True,Pressure: Transfers Exceed Discharges,-31104,3,Sustained Backlog Pressure,2,False,2024,9,September,2024-09,Wednesday,6348.57,11.43,-0.35,0.71,6459.36,3.57,-0.32,0.64,-73.57,-184.36,39.57,47.43,False,False,True,True,Normal Rolling Pressure,132.45736061446948,39.39905727661069,1.7433287808371762,159.7717637241262,39.31864753467578,1.3299427815503218,326.0,453.0,104.0,135.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,1,Low Volatility Pressure,-7.0,22.0,-1.35,1.0,-34.0,27.0,-0.1114294810569904,75.86206896551724,-13.127413127413124,0.4482815872488777,False,False,False,False,False,False,True,System Load Decrease,Net Intake Increase,1,Moderate Pressure Spike,Backlog Severity Escalation,0,0,1,1,0,1,0,1,4,7,High Daily Strain,1,1,160,160.0,0,No Prolonged Pressure Window,0,1.67,1.67,7.0,4.38,1.1,0.09,6.67,0,0,2.95,High System Stress,Priority Monitoring Required,Daily Strain Pressure,4
2024-09-26,91,199,172,6090,185,6289,-13,0.22,False,Relief: Discharges Exceed Transfers,-31117,0,No Current Backlog Pressure,0,False,2024,9,September,2024-09,Thursday,6314.0,12.57,-0.53,0.71,6435.14,-0.86,-0.37,0.57,-25.0,-146.14,-25.57,-12.14,False,False,True,False,Normal Rolling Pressure,105.80800221785074,38.40510878714336,1.5881270789982822,157.92493696148088,37.24525192838426,1.291745560629723,261.0,453.0,104.0,135.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,14.0,-64.0,0.33,-2.0,-26.0,40.0,0.223107569721126,-125.49019607843135,-11.555555555555552,0.6611570247933907,False,False,False,False,False,False,False,System Load Increase,Net Intake Decrease,0,No Major Spike,No Spike Risk,0,0,0,0,0,0,0,0,0,0,Normal Daily Pressure,0,0,161,,0,No Prolonged Pressure Window,0,0.0,0.0,0.0,4.39,0.28,0.19,0.0,0,0,0.47,Normal Operating Pressure,Routine Monitoring,No Major Pressure Driver,1
2024-09-29,81,213,153,5925,177,6138,-24,-2.4,False,Relief: Discharges Exceed Transfers,-31141,0,No Current Backlog Pressure,0,False,2024,9,September,2024-09,Sunday,6268.29,-0.57,-0.71,0.57,6398.79,-4.86,-0.56,0.5,-130.29,-260.79,-23.43,-19.14,False,False,False,False,Normal Rolling Pressure,102.29322930626591,31.37332807155873,1.734516537553798,163.87808722501663,36.44354357265341,1.3832985343608368,328.0,520.0,87.0,135.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,-151.0,-11.0,-2.62,0.0,14.0,-165.0,-2.401017649864845,84.61538461538463,7.035175879396993,-2.7093596059113323,False,False,False,False,False,False,False,System Load Decrease,Net Intake Decrease,0,No Major Spike,No Spike Risk,0,0,0,0,0,0,0,0,0,0,Normal Daily Pressure,0,0,161,,0,No Prolonged Pressure Window,0,0.0,0.0,0.0,4.24,0.52,2.07,0.0,0,0,0.56,Normal Operating Pressure,Routine Monitoring,No Major Pressure Driver,1
2024-09-30,209,285,184,5967,138,6252,46,1.86,True,Pressure: Transfers Exceed Discharges,-31095,1,Short-Term Intake Pressure,1,False,2024,9,September,2024-09,Monday,6237.71,8.71,-0.46,0.71,6369.79,-2.5,-0.44,0.43,14.29,-117.79,37.29,48.5,True,False,True,False,Short-Term Rolling Pressure,53.87551789608209,34.47566429485247,1.980729783738931,149.79687712234735,38.6856164882627,1.5189260231282722,151.0,502.0,87.0,135.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,114.0,70.0,4.26,1.0,72.0,42.0,1.8572825024437911,-291.6666666666667,33.80281690140845,0.7088607594936791,False,False,False,False,True,False,True,System Load Increase,Net Intake Increase,2,Moderate Pressure Spike,Backlog Severity Escalation,1,0,1,1,0,0,0,1,4,7,High Daily Strain,1,1,162,162.0,1,Critical Prolonged Strain Window,0,0.0,3.33,7.0,4.35,0.99,1.6,3.33,10,0,3.11,High System Stress,Priority Monitoring Required,Prolonged Window Pressure,4
2024-10-01,184,314,217,6040,137,6354,80,1.63,True,Pressure: Transfers Exceed Discharges,-31015,2,Short-Term Intake Pressure,1,False,2024,10,October,2024-10,Tuesday,6256.43,25.29,0.31,0.86,6349.36,3.93,-0.3,0.5,97.57,4.64,54.71,76.07,True,True,True,True,Short-Term Rolling Pressure,68.6412343101334,37.173979635017446,1.4661936466660217,128.0322117779384,44.39934906957781,1.6168698561937929,216.0,393.0,104.0,147.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,102.0,34.0,-0.2300000000000002,0.0,29.0,73.0,1.6314779270633295,73.91304347826086,10.175438596491237,1.2233953410424103,False,False,False,False,False,False,False,System Load Increase,Net Intake Increase,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,1,2,3,Moderate Daily Strain,1,0,162,162.0,1,Critical Prolonged Strain Window,0,0.0,0.0,3.0,4.46,1.72,1.41,3.33,10,0,1.75,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,3
2024-10-02,107,215,230,6091,173,6306,57,-0.76,True,Pressure: Transfers Exceed Discharges,-30958,3,Sustained Backlog Pressure,2,True,2024,10,October,2024-10,Wednesday,6270.86,32.29,0.24,1.0,6333.64,12.79,-0.23,0.64,35.14,-27.64,24.71,44.21,True,False,True,True,Short-Term Rolling Pressure,66.61438426102687,37.98119835617823,1.5082550624258917,117.77397331844028,41.4305323522283,1.571876459648025,216.0,393.0,104.0,123.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,1,Low Volatility Pressure,-48.0,-23.0,-2.39,1.0,-99.0,51.0,-0.7554296506137814,-28.75,-31.52866242038217,0.8443708609271461,False,False,False,False,False,False,True,System Load Decrease,Net Intake Decrease,1,Moderate Pressure Spike,Backlog Severity Escalation,1,0,1,1,0,1,1,1,6,10,Critical Daily Strain,1,1,162,162.0,1,Critical Prolonged Strain Window,0,1.67,1.67,10.0,4.41,1.23,0.66,6.67,10,0,3.95,Critical System Pressure,Immediate Escalation Required,Daily Strain Pressure,5
2024-10-03,101,162,178,6118,193,6280,-15,-0.41,False,Relief: Discharges Exceed Transfers,-30973,0,No Current Backlog Pressure,0,True,2024,10,October,2024-10,Thursday,6270.57,26.0,0.0,0.86,6321.21,14.79,-0.18,0.64,9.43,-41.21,-41.0,-29.79,True,False,True,True,Short-Term Rolling Pressure,66.5628954269464,42.03966381089724,1.4538782290005932,113.18750853303644,39.14308775098541,1.5533524539375636,216.0,393.0,104.0,116.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,-26.0,-72.0,0.35,-2.0,-53.0,27.0,-0.4123057405645447,-126.3157894736842,-24.65116279069768,0.4432769660154267,False,False,False,False,False,False,False,System Load Decrease,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,1,0,2,3,Moderate Daily Strain,1,0,162,162.0,1,Critical Prolonged Strain Window,0,0.0,0.0,3.0,4.38,0.32,0.35,0.0,10,0,1.43,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,3
2024-10-07,99,190,176,5968,153,6158,23,-1.94,True,Pressure: Transfers Exceed Discharges,-30950,1,Short-Term Intake Pressure,1,False,2024,10,October,2024-10,Monday,6253.86,22.0,-0.26,0.71,6301.21,16.71,-0.31,0.71,-95.86,-143.21,1.0,6.29,False,False,True,True,Normal Rolling Pressure,78.82560618527347,40.57092555020074,1.6315301027533855,115.67472868845356,38.81004741326409,1.6229020269292271,216.0,393.0,104.0,116.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,-122.0,38.0,-1.53,1.0,28.0,-150.0,-1.942675159235674,-253.3333333333333,17.28395061728396,-2.4517816279829963,False,False,False,False,False,False,True,System Load Decrease,Net Intake Increase,1,Moderate Pressure Spike,Backlog Severity Escalation,0,0,1,1,0,0,0,1,3,5,Moderate Daily Strain,1,0,162,162.0,1,Critical Prolonged Strain Window,0,0.0,1.67,5.0,4.26,0.49,1.67,3.33,10,0,2.37,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,3
2024-10-08,167,239,166,6013,123,6252,43,1.53,True,Pressure: Transfers Exceed Discharges,-30907,2,Short-Term Intake Pressure,1,False,2024,10,October,2024-10,Tuesday,6248.57,30.0,-0.07,0.86,6281.29,21.29,-0.3,0.79,3.43,-29.29,13.0,21.71,True,False,True,True,Short-Term Rolling Pressure,77.30212835115672,37.95611501018767,1.7650495743746115,95.2764629675622,37.78161655422617,1.6305094262257405,216.0,328.0,104.0,116.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,94.0,20.0,3.47,0.0,49.0,45.0,1.526469632997718,86.95652173913044,25.78947368421052,0.7540214477211871,False,False,False,False,False,False,False,System Load Increase,Net Intake Increase,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,1,2,3,Moderate Daily Strain,1,0,162,162.0,1,Critical Prolonged Strain Window,0,0.0,0.0,3.0,4.35,0.92,1.32,3.33,10,0,1.68,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,3
2024-10-09,115,216,169,6047,137,6263,32,0.18,True,Pressure: Transfers Exceed Discharges,-30875,3,Sustained Backlog Pressure,2,False,2024,10,October,2024-10,Wednesday,6266.43,38.0,0.3,1.14,6267.36,18.71,-0.21,0.86,-3.43,-4.36,-6.0,13.29,False,False,True,True,Normal Rolling Pressure,60.005158508403305,29.676028485405364,1.4361456352732067,80.57448264030222,35.514739240162385,1.6171371053755528,196.0,328.0,95.0,116.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,1,Low Volatility Pressure,11.0,-11.0,-1.35,1.0,-23.0,34.0,0.175943698016634,-25.58139534883721,-9.623430962343091,0.5654415433228088,False,False,False,False,False,False,True,System Load Increase,Net Intake Decrease,1,Moderate Pressure Spike,Backlog Severity Escalation,0,0,1,1,0,1,0,1,4,7,High Daily Strain,1,1,162,162.0,1,Critical Prolonged Strain Window,0,1.67,1.67,7.0,4.37,0.69,0.16,6.67,10,0,3.23,High System Stress,Priority Monitoring Required,Prolonged Window Pressure,4
2024-10-10,84,158,193,6075,159,6233,34,-0.48,True,Pressure: Transfers Exceed Discharges,-30841,4,Sustained Backlog Pressure,2,True,2024,10,October,2024-10,Thursday,6263.71,36.29,-0.04,1.29,6250.71,22.5,-0.25,1.0,-30.71,-17.71,-2.29,11.5,False,False,True,True,Normal Rolling Pressure,61.18473198904284,29.482844083263405,1.2754719014657154,57.003952051203946,33.97680204084995,1.6157706629236834,196.0,216.0,95.0,116.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,1,Low Volatility Pressure,-30.0,2.0,-0.6599999999999999,0.0,-58.0,28.0,-0.4790036723614888,6.25,-26.851851851851848,0.4630395237307683,False,False,False,False,False,False,False,System Load Decrease,Net Intake Increase,0,No Major Spike,No Spike Risk,0,0,0,0,0,1,1,1,3,4,Moderate Daily Strain,1,0,162,162.0,1,Critical Prolonged Strain Window,0,1.67,0.0,4.0,4.34,0.73,0.41,6.67,10,0,2.31,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,3
