trend_period,reporting_days,period_start_date,period_end_date,avg_system_load,max_system_load,min_system_load,avg_net_daily_intake,total_net_daily_intake,avg_care_load_growth_pct,avg_backlog_severity_score,max_backlog_severity_score,avg_volatility_pressure_score,max_volatility_pressure_score,avg_pressure_spike_score,max_pressure_spike_score,avg_daily_strain_score,max_daily_strain_score,avg_final_pressure_stress_score,max_final_pressure_stress_score,normal_pressure_days,early_watch_days,moderate_stress_days,high_stress_days,critical_pressure_days,most_common_pressure_level,most_common_response_category,most_common_pressure_driver,trend_period_type,stress_day_count,stress_day_rate_pct,critical_pressure_rate_pct,high_or_critical_pressure_days,high_or_critical_pressure_rate_pct,previous_period,previous_avg_system_load,system_load_change,system_load_change_pct,previous_stress_score,stress_score_change,stress_score_change_pct,system_load_trend_direction,stress_score_trend_direction,normalized_load_movement,normalized_stress_movement,pressure_movement_score,pressure_trend_direction,pressure_movement_pattern,executive_pressure_signal
2024-09-23 00:00:00,1,2024-09-23,2024-09-23,6205.0,6205,6205,8.0,8,-0.29,1.0,1,0.0,0,1.0,1,5.0,5,1.99,1.99,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Daily Strain Pressure,Daily,1,100.0,0.0,0,0.0,2024-09-22 00:00:00,6223.0,-18.0,-0.28924955809095293,1.79,0.19999999999999996,11.173184357541897,Stable,Increasing,-0.0037941704678633764,0.03937007874015747,0.015629741675746003,Pressure Stable,Stress-Led Pressure Increase,Watch Closely
2024-09-24 00:00:00,1,2024-09-24,2024-09-24,6282.0,6282,6282,29.0,29,1.24,1.0,1,0.0,0,0.0,0,1.0,1,0.92,0.92,0,1,0,0,0,Early Pressure Watch,Early Warning Review,Backlog Severity Pressure,Daily,0,0.0,0.0,0,0.0,2024-09-23 00:00:00,6205.0,77.0,1.2409347300564062,1.99,-1.0699999999999998,-53.76884422110552,Increasing,Decreasing,0.016230618112526664,-0.21062992125984248,-0.08585662460503944,Pressure Decreasing,Pressure Cooling,Improving
2024-09-25 00:00:00,1,2024-09-25,2024-09-25,6275.0,6275,6275,51.0,51,-0.11,2.0,2,1.0,1,1.0,1,7.0,7,2.95,2.95,0,0,0,1,0,High System Stress,Priority Monitoring Required,Daily Strain Pressure,Daily,1,100.0,0.0,1,100.0,2024-09-24 00:00:00,6282.0,-7.0,-0.11142948105698822,0.92,2.0300000000000002,220.6521739130435,Stable,Increasing,-0.0014755107375024241,0.3996062992125985,0.179011303740043,Pressure Increasing,Stress-Led Pressure Increase,Watch Closely
2024-09-26 00:00:00,1,2024-09-26,2024-09-26,6289.0,6289,6289,-13.0,-13,0.22,0.0,0,0.0,0,0.0,0,0.0,0,0.47,0.47,1,0,0,0,0,Normal Operating Pressure,Routine Monitoring,No Major Pressure Driver,Daily,0,0.0,0.0,0,0.0,2024-09-25 00:00:00,6275.0,14.0,0.22310756972111553,2.95,-2.4800000000000004,-84.0677966101695,Stable,Decreasing,0.0029510214750048482,-0.48818897637795283,-0.21806197755882611,Pressure Decreasing,Pressure Cooling,Improving
2024-09-29 00:00:00,1,2024-09-29,2024-09-29,6138.0,6138,6138,-24.0,-24,-2.4,0.0,0,0.0,0,0.0,0,0.0,0,0.56,0.56,1,0,0,0,0,Normal Operating Pressure,Routine Monitoring,No Major Pressure Driver,Daily,0,0.0,0.0,0,0.0,2024-09-26 00:00:00,6289.0,-151.0,-2.4010176498648432,0.47,0.09000000000000008,19.148936170212785,Decreasing,Stable,-0.031828874480409435,0.017716535433070883,-0.009533440019343293,Pressure Stable,Stable Pressure Movement,Stable
2024-09-30 00:00:00,1,2024-09-30,2024-09-30,6252.0,6252,6252,46.0,46,1.86,1.0,1,0.0,0,2.0,2,7.0,7,3.11,3.11,0,0,0,1,0,High System Stress,Priority Monitoring Required,Prolonged Window Pressure,Daily,1,100.0,0.0,1,100.0,2024-09-29 00:00:00,6138.0,114.0,1.857282502443793,0.56,2.55,455.3571428571428,Increasing,Increasing,0.02402974629646805,0.5019685039370079,0.239102187234711,Pressure Increasing,Broad Pressure Build-up,Watch Closely
2024-10-01 00:00:00,1,2024-10-01,2024-10-01,6354.0,6354,6354,80.0,80,1.63,1.0,1,0.0,0,0.0,0,3.0,3,1.75,1.75,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2024-09-30 00:00:00,6252.0,102.0,1.6314779270633395,3.11,-1.3599999999999999,-43.72990353697749,Increasing,Decreasing,0.021500299317892466,-0.26771653543307083,-0.10864727632004102,Pressure Decreasing,Pressure Cooling,Improving
2024-10-02 00:00:00,1,2024-10-02,2024-10-02,6306.0,6306,6306,57.0,57,-0.76,2.0,2,1.0,1,1.0,1,10.0,10,3.95,3.95,0,0,0,0,1,Critical System Pressure,Immediate Escalation Required,Daily Strain Pressure,Daily,1,100.0,100.0,1,100.0,2024-10-01 00:00:00,6354.0,-48.0,-0.7554296506137866,1.75,2.2,125.71428571428574,Stable,Increasing,-0.010117787914302337,0.4330708661417323,0.18931710641091326,Pressure Increasing,Stress-Led Pressure Increase,Watch Closely
2024-10-03 00:00:00,1,2024-10-03,2024-10-03,6280.0,6280,6280,-15.0,-15,-0.41,0.0,0,0.0,0,0.0,0,3.0,3,1.43,1.43,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2024-10-02 00:00:00,6306.0,-26.0,-0.41230574056454167,3.95,-2.5200000000000005,-63.797468354430386,Stable,Decreasing,-0.005480468453580432,-0.4960629921259843,-0.2262426041061622,Pressure Decreasing,Pressure Cooling,Improving
2024-10-07 00:00:00,1,2024-10-07,2024-10-07,6158.0,6158,6158,23.0,23,-1.94,1.0,1,0.0,0,1.0,1,5.0,5,2.37,2.37,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2024-10-03 00:00:00,6280.0,-122.0,-1.9426751592356688,1.43,0.9400000000000002,65.73426573426575,Decreasing,Increasing,-0.025716044282185106,0.1850393700787402,0.06912389218023128,Pressure Increasing,Stress-Led Pressure Increase,Watch Closely
2024-10-08 00:00:00,1,2024-10-08,2024-10-08,6252.0,6252,6252,43.0,43,1.53,1.0,1,0.0,0,0.0,0,3.0,3,1.68,1.68,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2024-10-07 00:00:00,6158.0,94.0,1.5264696329977265,2.37,-0.6900000000000002,-29.113924050632917,Increasing,Decreasing,0.01981400133217541,-0.13582677165354334,-0.05022434651139803,Pressure Decreasing,Pressure Cooling,Improving
2024-10-09 00:00:00,1,2024-10-09,2024-10-09,6263.0,6263,6263,32.0,32,0.18,2.0,2,1.0,1,1.0,1,7.0,7,3.23,3.23,0,0,0,1,0,High System Stress,Priority Monitoring Required,Prolonged Window Pressure,Daily,1,100.0,0.0,1,100.0,2024-10-08 00:00:00,6252.0,11.0,0.17594369801663468,1.68,1.55,92.26190476190477,Stable,Increasing,0.002318659730360952,0.3051181102362205,0.13857841245799773,Pressure Increasing,Stress-Led Pressure Increase,Watch Closely
2024-10-10 00:00:00,1,2024-10-10,2024-10-10,6233.0,6233,6233,34.0,34,-0.48,2.0,2,1.0,1,0.0,0,4.0,4,2.31,2.31,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2024-10-09 00:00:00,6263.0,-30.0,-0.4790036723614881,3.23,-0.9199999999999999,-28.482972136222905,Stable,Decreasing,-0.006323617446438961,-0.1811023622047244,-0.0849740525876674,Pressure Decreasing,Pressure Cooling,Improving
2024-10-13 00:00:00,1,2024-10-13,2024-10-13,6116.0,6116,6116,-18.0,-18,-1.88,0.0,0,0.0,0,0.0,0,0.0,0,0.53,0.53,1,0,0,0,0,Normal Operating Pressure,Routine Monitoring,No Major Pressure Driver,Daily,0,0.0,0.0,0,0.0,2024-10-10 00:00:00,6233.0,-117.0,-1.8771057275790148,2.31,-1.78,-77.05627705627705,Decreasing,Decreasing,-0.024662108041111946,-0.35039370078740156,-0.1712413247769423,Pressure Decreasing,Broad Pressure Relief,Improving
2024-10-14 00:00:00,1,2024-10-14,2024-10-14,6149.0,6149,6149,54.0,54,0.54,1.0,1,0.0,0,1.0,1,5.0,5,2.35,2.35,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2024-10-13 00:00:00,6116.0,33.0,0.539568345323741,0.53,1.82,343.39622641509436,Stable,Increasing,0.006955979191082856,0.3582677165354331,0.16504626099604047,Pressure Increasing,Stress-Led Pressure Increase,Watch Closely
2024-10-15 00:00:00,1,2024-10-15,2024-10-15,6221.0,6221,6221,52.0,52,1.17,1.0,1,0.0,0,0.0,0,3.0,3,1.68,1.68,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2024-10-14 00:00:00,6149.0,72.0,1.1709221011546593,2.35,-0.6700000000000002,-28.510638297872347,Increasing,Decreasing,0.015176681871453506,-0.13188976377952757,-0.05100321867148798,Pressure Decreasing,Pressure Cooling,Improving
2024-10-16 00:00:00,1,2024-10-16,2024-10-16,6321.0,6321,6321,21.0,21,1.61,2.0,2,1.0,1,1.0,1,9.0,9,3.72,3.72,0,0,0,0,1,Critical System Pressure,Immediate Escalation Required,Prolonged Window Pressure,Daily,1,100.0,100.0,1,100.0,2024-10-15 00:00:00,6221.0,100.0,1.6074586079408455,1.68,2.04,121.42857142857144,Increasing,Increasing,0.0210787248214632,0.4015748031496063,0.1923019600691276,Pressure Increasing,Broad Pressure Build-up,Watch Closely
2024-10-17 00:00:00,1,2024-10-17,2024-10-17,6306.0,6306,6306,46.0,46,-0.24,2.0,2,1.0,1,0.0,0,5.0,5,2.54,2.54,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2024-10-16 00:00:00,6321.0,-15.0,-0.23730422401518747,3.72,-1.1800000000000002,-31.720430107526887,Stable,Decreasing,-0.0031618087232194803,-0.23228346456692917,-0.10626655385288884,Pressure Decreasing,Pressure Cooling,Improving
2024-10-20 00:00:00,1,2024-10-20,2024-10-20,6194.0,6194,6194,19.0,19,-1.78,2.0,2,1.0,1,0.0,0,3.0,3,2.13,2.13,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2024-10-17 00:00:00,6306.0,-112.0,-1.7760862670472566,2.54,-0.41000000000000014,-16.14173228346457,Decreasing,Decreasing,-0.023608171800038786,-0.08070866141732286,-0.04930339212781662,Pressure Decreasing,Broad Pressure Relief,Improving
2024-10-21 00:00:00,1,2024-10-21,2024-10-21,6186.0,6186,6186,59.0,59,-0.13,2.0,2,1.0,1,0.0,0,3.0,3,2.1,2.1,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2024-10-20 00:00:00,6194.0,-8.0,-0.12915724895059735,2.13,-0.029999999999999805,-1.408450704225343,Stable,Stable,-0.0016862979857170562,-0.005905511811023584,-0.003584944207104994,Pressure Stable,Stable Pressure Movement,Stable
2024-10-22 00:00:00,1,2024-10-22,2024-10-22,6323.0,6323,6323,37.0,37,2.21,3.0,3,1.0,1,1.0,1,9.0,9,3.93,3.93,0,0,0,0,1,Critical System Pressure,Immediate Escalation Required,Backlog Severity Pressure,Daily,1,100.0,100.0,1,100.0,2024-10-21 00:00:00,6186.0,137.0,2.214678305851924,2.1,1.83,87.14285714285714,Increasing,Increasing,0.028877853005404585,0.36023622047244097,0.17798911836557096,Pressure Increasing,Broad Pressure Build-up,Watch Closely
2024-10-23 00:00:00,1,2024-10-23,2024-10-23,6371.0,6371,6371,48.0,48,0.76,3.0,3,1.0,1,0.0,0,5.0,5,2.74,2.74,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Backlog Severity Pressure,Daily,1,100.0,0.0,0,0.0,2024-10-22 00:00:00,6323.0,48.0,0.7591333227898149,3.93,-1.19,-30.279898218829516,Stable,Decreasing,0.010117787914302337,-0.23425196850393698,-0.09984860247390537,Pressure Decreasing,Pressure Cooling,Improving
2024-10-27 00:00:00,1,2024-10-27,2024-10-27,6287.0,6287,6287,-34.0,-34,-1.32,0.0,0,0.0,0,0.0,0,2.0,2,0.98,0.98,0,1,0,0,0,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,Daily,0,0.0,0.0,0,0.0,2024-10-23 00:00:00,6371.0,-84.0,-1.3184743368388008,2.74,-1.7600000000000002,-64.23357664233576,Decreasing,Decreasing,-0.01770612885002909,-0.3464566929133859,-0.16564388267853966,Pressure Decreasing,Broad Pressure Relief,Improving
2024-10-28 00:00:00,1,2024-10-28,2024-10-28,6280.0,6280,6280,37.0,37,-0.11,1.0,1,0.0,0,1.0,1,7.0,7,2.76,2.76,0,0,0,1,0,High System Stress,Priority Monitoring Required,Prolonged Window Pressure,Daily,1,100.0,0.0,1,100.0,2024-10-27 00:00:00,6287.0,-7.0,-0.11134086209638938,0.98,1.7799999999999998,181.63265306122446,Stable,Increasing,-0.0014755107375024241,0.3503937007874015,0.15686563444870436,Pressure Increasing,Stress-Led Pressure Increase,Watch Closely
2024-10-29 00:00:00,1,2024-10-29,2024-10-29,6383.0,6383,6383,103.0,103,1.64,1.0,1,0.0,0,0.0,0,3.0,3,1.78,1.78,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2024-10-28 00:00:00,6280.0,103.0,1.6401273885350318,2.76,-0.9799999999999998,-35.507246376811594,Increasing,Decreasing,0.021711086566107096,-0.19291338582677162,-0.07486992601068833,Pressure Decreasing,Pressure Cooling,Improving
2024-10-30 00:00:00,1,2024-10-30,2024-10-30,6425.0,6425,6425,18.0,18,0.66,2.0,2,1.0,1,1.0,1,9.0,9,3.69,3.69,0,0,0,0,1,Critical System Pressure,Immediate Escalation Required,Prolonged Window Pressure,Daily,1,100.0,100.0,1,100.0,2024-10-29 00:00:00,6383.0,42.0,0.6579978066739777,1.78,1.91,107.30337078651684,Stable,Increasing,0.008853064425014545,0.37598425196850394,0.1740620988195848,Pressure Increasing,Stress-Led Pressure Increase,Watch Closely
2024-10-31 00:00:00,1,2024-10-31,2024-10-31,6394.0,6394,6394,-4.0,-4,-0.48,0.0,0,0.0,0,0.0,0,2.0,2,0.92,0.92,0,1,0,0,0,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,Daily,0,0.0,0.0,0,0.0,2024-10-30 00:00:00,6425.0,-31.0,-0.4824902723735408,3.69,-2.77,-75.06775067750678,Stable,Decreasing,-0.006534404694653592,-0.5452755905511811,-0.248967938330091,Pressure Decreasing,Pressure Cooling,Improving
2024-11-03 00:00:00,1,2024-11-03,2024-11-03,6161.0,6161,6161,-27.0,-27,-3.64,0.0,0,0.0,0,1.0,1,4.0,4,1.76,1.76,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Daily Strain Pressure,Daily,1,100.0,0.0,0,0.0,2024-10-31 00:00:00,6394.0,-233.0,-3.6440412887081637,0.92,0.84,91.30434782608695,Decreasing,Increasing,-0.04911342883400926,0.1653543307086614,0.04739706296019254,Pressure Increasing,Stress-Led Pressure Increase,Watch Closely
2024-11-04 00:00:00,1,2024-11-04,2024-11-04,6216.0,6216,6216,25.0,25,0.89,1.0,1,0.0,0,2.0,2,5.0,5,2.3,2.3,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Daily Strain Pressure,Daily,1,100.0,0.0,0,0.0,2024-11-03 00:00:00,6161.0,55.0,0.8927122220418764,1.76,0.5399999999999998,30.681818181818173,Increasing,Increasing,0.011593298651804761,0.10629921259842516,0.05421095992778394,Pressure Increasing,Broad Pressure Build-up,Watch Closely
2024-11-05 00:00:00,1,2024-11-05,2024-11-05,6290.0,6290,6290,33.0,33,1.19,1.0,1,0.0,0,0.0,0,1.0,1,0.92,0.92,0,1,0,0,0,Early Pressure Watch,Early Warning Review,Backlog Severity Pressure,Daily,0,0.0,0.0,0,0.0,2024-11-04 00:00:00,6216.0,74.0,1.1904761904761905,2.3,-1.38,-60.0,Increasing,Decreasing,0.015598256367882769,-0.2716535433070866,-0.11366505348585343,Pressure Decreasing,Pressure Cooling,Improving
2024-11-06 00:00:00,1,2024-11-06,2024-11-06,6342.0,6342,6342,39.0,39,0.83,2.0,2,1.0,1,1.0,1,9.0,9,3.71,3.71,0,0,0,0,1,Critical System Pressure,Immediate Escalation Required,Prolonged Window Pressure,Daily,1,100.0,100.0,1,100.0,2024-11-05 00:00:00,6290.0,52.0,0.8267090620031796,0.92,2.79,303.2608695652174,Increasing,Increasing,0.010960936907160865,0.5492125984251969,0.2531741845902771,Pressure Increasing,Broad Pressure Build-up,Watch Closely
2024-11-07 00:00:00,1,2024-11-07,2024-11-07,6316.0,6316,6316,15.0,15,-0.41,2.0,2,1.0,1,0.0,0,5.0,5,2.51,2.51,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2024-11-06 00:00:00,6342.0,-26.0,-0.4099653106275623,3.71,-1.2000000000000002,-32.345013477088955,Stable,Decreasing,-0.005480468453580432,-0.2362204724409449,-0.10931347024789445,Pressure Decreasing,Pressure Cooling,Improving
2024-11-11 00:00:00,1,2024-11-11,2024-11-11,6102.0,6102,6102,23.0,23,-3.39,2.0,2,1.0,1,1.0,1,8.0,8,3.56,3.56,0,0,0,0,1,Critical System Pressure,Immediate Escalation Required,Prolonged Window Pressure,Daily,1,100.0,100.0,1,100.0,2024-11-07 00:00:00,6316.0,-214.0,-3.3882203926535785,2.51,1.0500000000000003,41.83266932270918,Decreasing,Increasing,-0.04510847111793125,0.20669291338582682,0.06820215190875989,Pressure Increasing,Stress-Led Pressure Increase,Watch Closely
2024-11-12 00:00:00,1,2024-11-12,2024-11-12,6210.0,6210,6210,1.0,1,1.77,2.0,2,1.0,1,1.0,1,7.0,7,3.25,3.25,0,0,0,1,0,High System Stress,Priority Monitoring Required,Prolonged Window Pressure,Daily,1,100.0,0.0,1,100.0,2024-11-11 00:00:00,6102.0,108.0,1.7699115044247788,3.56,-0.31000000000000005,-8.707865168539328,Increasing,Decreasing,0.022765022807180256,-0.061023622047244104,-0.014939867377310704,Pressure Stable,Stable Pressure Movement,Stable
2024-11-13 00:00:00,1,2024-11-13,2024-11-13,6211.0,6211,6211,24.0,24,0.02,3.0,3,1.0,1,1.0,1,7.0,7,3.37,3.37,0,0,0,1,0,High System Stress,Priority Monitoring Required,Backlog Severity Pressure,Daily,1,100.0,0.0,1,100.0,2024-11-12 00:00:00,6210.0,1.0,0.016103059581320453,3.25,0.1200000000000001,3.6923076923076956,Stable,Stable,0.00021078724821463202,0.02362204724409451,0.010745854246360577,Pressure Stable,Stable Pressure Movement,Stable
2024-11-14 00:00:00,1,2024-11-14,2024-11-14,6244.0,6244,6244,38.0,38,0.53,3.0,3,1.0,1,0.0,0,3.0,3,2.27,2.27,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Backlog Severity Pressure,Daily,1,100.0,0.0,0,0.0,2024-11-13 00:00:00,6211.0,33.0,0.5313154081468363,3.37,-1.1,-32.640949554896146,Stable,Decreasing,0.006955979191082856,-0.21653543307086615,-0.0936151563267942,Pressure Decreasing,Pressure Cooling,Improving
2024-11-17 00:00:00,1,2024-11-17,2024-11-17,6026.0,6026,6026,-46.0,-46,-3.49,0.0,0,0.0,0,1.0,1,4.0,4,2.07,2.07,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2024-11-14 00:00:00,6244.0,-218.0,-3.4913516976297245,2.27,-0.20000000000000018,-8.810572687224678,Decreasing,Decreasing,-0.04595162011078978,-0.039370078740157514,-0.042989926494005265,Pressure Decreasing,Broad Pressure Relief,Improving
2024-11-18 00:00:00,1,2024-11-18,2024-11-18,6022.0,6022,6022,25.0,25,-0.07,1.0,1,0.0,0,1.0,1,5.0,5,2.28,2.28,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2024-11-17 00:00:00,6026.0,-4.0,-0.06637902422834385,2.07,0.20999999999999996,10.144927536231883,Stable,Increasing,-0.0008431489928585281,0.04133858267716534,0.018138630258652214,Pressure Stable,Stress-Led Pressure Increase,Watch Closely
2024-11-19 00:00:00,1,2024-11-19,2024-11-19,6053.0,6053,6053,6.0,6,0.51,1.0,1,0.0,0,0.0,0,1.0,1,0.83,0.83,0,1,0,0,0,Early Pressure Watch,Early Warning Review,Backlog Severity Pressure,Daily,0,0.0,0.0,0,0.0,2024-11-18 00:00:00,6022.0,31.0,0.5147791431418134,2.28,-1.4499999999999997,-63.59649122807017,Stable,Decreasing,0.006534404694653592,-0.28543307086614167,-0.12485095930770428,Pressure Decreasing,Pressure Cooling,Improving
2024-11-20 00:00:00,1,2024-11-20,2024-11-20,6091.0,6091,6091,33.0,33,0.63,2.0,2,1.0,1,1.0,1,7.0,7,2.93,2.93,0,0,0,1,0,High System Stress,Priority Monitoring Required,Daily Strain Pressure,Daily,1,100.0,0.0,1,100.0,2024-11-19 00:00:00,6053.0,38.0,0.627787873781596,0.83,2.1,253.01204819277112,Stable,Increasing,0.008009915432156017,0.41338582677165353,0.1904290755349299,Pressure Increasing,Stress-Led Pressure Increase,Watch Closely
2024-11-21 00:00:00,1,2024-11-21,2024-11-21,6064.0,6064,6064,-37.0,-37,-0.44,0.0,0,0.0,0,0.0,0,0.0,0,0.48,0.48,1,0,0,0,0,Normal Operating Pressure,Routine Monitoring,No Major Pressure Driver,Daily,0,0.0,0.0,0,0.0,2024-11-20 00:00:00,6091.0,-27.0,-0.4432769660154326,2.93,-2.45,-83.61774744027304,Stable,Decreasing,-0.005691255701795064,-0.48228346456692917,-0.22015774969110544,Pressure Decreasing,Pressure Cooling,Improving
2024-11-24 00:00:00,1,2024-11-24,2024-11-24,5947.0,5947,5947,-15.0,-15,-1.93,0.0,0,0.0,0,0.0,0,0.0,0,0.51,0.51,1,0,0,0,0,Normal Operating Pressure,Routine Monitoring,No Major Pressure Driver,Daily,0,0.0,0.0,0,0.0,2024-11-21 00:00:00,6064.0,-117.0,-1.9294195250659631,0.48,0.030000000000000027,6.250000000000005,Decreasing,Stable,-0.024662108041111946,0.005905511811023627,-0.01090667910765094,Pressure Stable,Stable Pressure Movement,Stable
2024-11-25 00:00:00,1,2024-11-25,2024-11-25,6012.0,6012,6012,67.0,67,1.09,1.0,1,0.0,0,1.0,1,5.0,5,2.38,2.38,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2024-11-24 00:00:00,5947.0,65.0,1.0929880612073315,0.51,1.8699999999999999,366.66666666666663,Increasing,Increasing,0.013701171133951081,0.3681102362204724,0.17318525042288568,Pressure Increasing,Broad Pressure Build-up,Watch Closely
2024-11-26 00:00:00,1,2024-11-26,2024-11-26,6098.0,6098,6098,102.0,102,1.43,1.0,1,0.0,0,0.0,0,3.0,3,1.74,1.74,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2024-11-25 00:00:00,6012.0,86.0,1.430472388556221,2.38,-0.6399999999999999,-26.89075630252101,Increasing,Decreasing,0.018127703346458354,-0.1259842519685039,-0.04672267654527466,Pressure Decreasing,Pressure Cooling,Improving
2024-11-27 00:00:00,1,2024-11-27,2024-11-27,6229.0,6229,6229,13.0,13,2.15,2.0,2,1.0,1,1.0,1,9.0,9,3.72,3.72,0,0,0,0,1,Critical System Pressure,Immediate Escalation Required,Prolonged Window Pressure,Daily,1,100.0,100.0,1,100.0,2024-11-26 00:00:00,6098.0,131.0,2.148245326336504,1.74,1.9800000000000002,113.79310344827587,Increasing,Increasing,0.027613129516116795,0.3897637795275591,0.19058092202126584,Pressure Increasing,Broad Pressure Build-up,Watch Closely
2024-11-28 00:00:00,1,2024-11-28,2024-11-28,6243.0,6243,6243,94.0,94,0.22,2.0,2,1.0,1,0.0,0,5.0,5,2.6,2.6,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2024-11-27 00:00:00,6229.0,14.0,0.22475517739605072,3.72,-1.12,-30.107526881720432,Stable,Decreasing,0.0029510214750048482,-0.22047244094488191,-0.09758953661394419,Pressure Decreasing,Pressure Cooling,Improving
2024-12-01 00:00:00,1,2024-12-01,2024-12-01,6292.0,6292,6292,38.0,38,0.78,2.0,2,1.0,1,0.0,0,5.0,5,2.56,2.56,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2024-11-28 00:00:00,6243.0,49.0,0.7848790645522985,2.6,-0.040000000000000036,-1.5384615384615397,Stable,Stable,0.010328575162516968,-0.007874015748031503,0.0021374092527701566,Pressure Stable,Stable Pressure Movement,Stable
2024-12-02 00:00:00,1,2024-12-02,2024-12-02,6391.0,6391,6391,107.0,107,1.57,2.0,2,1.0,1,0.0,0,5.0,5,2.69,2.69,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,Daily,1,100.0,0.0,0,0.0,2024-12-01 00:00:00,6292.0,99.0,1.5734265734265735,2.56,0.1299999999999999,5.078124999999996,Increasing,Stable,0.02086793757324857,0.02559055118110234,0.022993113696782766,Pressure Increasing,Load-Led Pressure Increase,Monitor Increase
2024-12-03 00:00:00,1,2024-12-03,2024-12-03,6422.0,6422,6422,135.0,135,0.49,3.0,3,1.0,1,1.0,1,10.0,10,4.22,4.22,0,0,0,0,1,Critical System Pressure,Immediate Escalation Required,Daily Strain Pressure,Daily,1,100.0,100.0,1,100.0,2024-12-02 00:00:00,6391.0,31.0,0.4850571115631357,2.69,1.5299999999999998,56.87732342007435,Stable,Increasing,0.006534404694653592,0.3011811023622047,0.1391254186450516,Pressure Increasing,Stress-Led Pressure Increase,Watch Closely
2024-12-04 00:00:00,1,2024-12-04,2024-12-04,6514.0,6514,6514,45.0,45,1.43,3.0,3,1.0,1,0.0,0,5.0,5,2.78,2.78,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Backlog Severity Pressure,Daily,1,100.0,0.0,0,0.0,2024-12-03 00:00:00,6422.0,92.0,1.4325755216443474,4.22,-1.44,-34.12322274881517,Increasing,Decreasing,0.019392426835746147,-0.28346456692913385,-0.11689322035844987,Pressure Decreasing,Pressure Cooling,Improving
2024-12-05 00:00:00,1,2024-12-05,2024-12-05,6593.0,6593,6593,58.0,58,1.21,3.0,3,1.0,1,0.0,0,5.0,5,2.8,2.8,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Backlog Severity Pressure,Daily,1,100.0,0.0,0,0.0,2024-12-04 00:00:00,6514.0,79.0,1.212772490021492,2.78,0.020000000000000018,0.7194244604316554,Increasing,Stable,0.01665219260895593,0.0039370078740157514,0.010930359478232851,Pressure Stable,Load-Led Pressure Increase,Monitor Increase
2024-12-08 00:00:00,1,2024-12-08,2024-12-08,6529.0,6529,6529,11.0,11,-0.97,3.0,3,1.0,1,0.0,0,5.0,5,2.72,2.72,0,0,1,0,0,Moderate System Stress,Operational Watch Required,Backlog Severity Pressure,Daily,1,100.0,0.0,0,0.0,2024-12-05 00:00:00,6593.0,-64.0,-0.9707265281359018,2.8,-0.07999999999999963,-2.857142857142844,Decreasing,Stable,-0.01349038388573645,-0.01574803149606292,-0.014506325310383362,Pressure Stable,Stable Pressure Movement,Stable
